#dR/dEr [1/keV/kg/Myr]
# Er [keV]  ,  H1  ,  O16  ,  S32  ,  S34  ,  Ni58 , Ni60 , Ni61 , Ni62
0.001011646 71784970.0 1291618.0 36991.44 0.0 790209.1 7490.134 68932.96 653.393
0.001035211 69253240.0 1162806.0 33136.96 0.0 757582.5 18299.09 66086.81 1596.3
0.001059324 67818150.0 1195215.0 26494.91 0.0 833327.1 21459.07 72694.31 1871.956
0.001083999 66096050.0 1133486.0 34522.42 0.0 821348.5 34951.0 71649.36 3048.909
0.001109248 64417220.0 1281991.0 28113.83 0.0 748003.6 23908.79 65251.21 2085.655
0.001135086 63426200.0 1126429.0 27473.88 0.0 817759.7 13351.18 71336.3 1164.674
0.001161526 62511360.0 1181334.0 24163.65 0.0 802407.0 6523.634 69997.02 569.0815
0.001188581 60031060.0 1175433.0 28861.09 0.0 809642.5 6375.138 70628.21 556.1276
0.001216267 59162010.0 1176881.0 23076.11 0.0 722682.6 18690.07 63042.36 1630.406
0.001244597 57705070.0 1125036.0 42596.01 0.0 703188.2 36529.26 61341.79 3186.587
0.001273587 56386640.0 1253689.0 63663.92 0.0 660408.4 17848.87 57609.94 1557.025
0.001303253 55162950.0 1189259.0 38286.0 0.0 715146.0 8721.292 62384.91 760.7916
0.00133361 53526120.0 1211295.0 37414.5 0.0 630685.1 8522.772 55017.07 743.4739
0.001364674 52677920.0 6855.534 22851.78 0.0 605223.9 8328.77 52795.99 726.5504
0.001396461 50976360.0 1194741.0 22331.61 0.0 632143.3 5426.122 55144.27 473.3414
0.001428989 50715120.0 1156634.0 24005.61 0.0 575333.1 13256.52 50188.5 1156.417
0.001462274 49304780.0 1162295.0 14928.56 0.0 536327.3 15545.72 46785.88 1356.113
0.001496335 48426310.0 1177520.0 22925.18 0.0 584886.5 2531.976 51021.88 220.8739
0.001531189 46922770.0 1175157.0 30550.0 0.0 635905.7 7423.024 55472.48 647.5387
0.001566855 46312450.0 1289719.0 23883.68 0.0 565816.3 4836.037 49358.32 421.8659
0.001603352 44680580.0 1180616.0 33065.03 0.0 489136.4 7088.933 42669.23 618.3947
0.001640699 44566370.0 1216466.0 19007.28 0.0 584225.0 4618.379 50964.17 402.8789
0.001678915 42658480.0 1261217.0 33434.32 0.0 530307.1 6769.878 46260.71 590.5623
0.001718022 41799990.0 1194389.0 19966.99 0.0 489567.5 17642.07 42706.84 1538.985
0.00175804 40958490.0 1218644.0 15964.76 0.0 499974.2 19395.55 43614.66 1691.948
0.00179899 39854550.0 1187437.0 10400.91 0.0 520183.5 8424.024 45377.59 734.8598
