Cl35 	32564.6 	0.0845856  1  1537.58  5156
Cl35 	32564.6 	0.0680051  1  4506.84  683
Cl35 	32564.6 	0.0736612  1  3225.43  2711
Cl35 	32564.6 	0.0778313  1  3230.33  2548
Cl35 	32564.6 	0.0934501  1  3883.42  1635
Cl35 	32564.6 	0.231538  1  4958.69  62
Cl35 	32564.6 	0.0923854  1  3359.38  2429
Cl35 	32564.6 	0.0713178  1  1168.64  5753
Cl35 	32564.6 	0.127133  1  2276.81  3980
Cl35 	32564.6 	0.102906  1  2536.73  3644
Cl35 	32564.6 	0.245121  1  3886.61  1690
Cl35 	32564.6 	0.0915292  1  2331.8  3906
Cl35 	32564.6 	0.0809726  1  1863.22  4622
Cl35 	32564.6 	0.215044  1  4966.64  38
Cl35 	32564.6 	0.0729641  1  4196.09  1151
Cl35 	32564.6 	0.475921  1  4965.84  61
Cl35 	32564.6 	0.462449  1  4784.71  351
Cl35 	32564.6 	0.0732692  1  4896.66  162
Cl35 	32564.6 	0.0902698  1  1825.08  4684
Cl35 	32564.6 	0.070147  1  3993  1463
Cl35 	32564.6 	0.108133  1  4791.14  299
Cl35 	32564.6 	0.0911863  1  1431.11  5393
Cl35 	32564.6 	0.115386  1  2765.74  3242
Cl35 	32564.6 	0.194269  1  4672.85  497
Cl35 	32564.6 	0.0886608  1  2623.42  3416
Cl35 	32564.6 	0.0909836  1  4708.79  407
Cl35 	32564.6 	0.09753  1  3428.37  2338
Cl35 	32564.6 	0.137454  1  1573.02  5234
Cl35 	32564.6 	0.180995  1  2101.58  4201
Cl35 	32564.6 	0.217019  1  2291.96  3941
Cl35 	32564.6 	0.0804402  1  4942.43  66
Cl35 	32564.6 	0.078864  1  1833.97  4776
Cl35 	32564.6 	0.157886  1  2606.9  3472
Cl35 	32564.6 	0.128671  1  4919.81  104
Cl35 	32564.6 	0.0947481  1  3978.54  1464
Cl35 	32564.6 	0.0670684  1  1301.81  5576
Cl35 	32564.6 	0.0888625  1  3561.29  2077
Cl35 	32564.6 	0.0916465  1  1481.5  5410
Cl35 	32564.6 	0.0779029  1  4805.56  281
Cl35 	32564.6 	0.172843  1  3922.41  1566
Cl35 	32564.6 	0.0730353  1  1586.19  5196
Cl35 	32564.6 	0.0812627  1  3689.38  1925
Cl35 	32564.6 	0.0730579  1  1494.13  5270
Cl35 	32564.6 	0.150689  1  2174.16  4107
Cl35 	32564.6 	0.173728  1  3326.55  2480
Cl35 	32564.6 	0.144509  1  2214.94  4053
Cl35 	32564.6 	0.301466  1  2968.2  3054
Cl35 	32564.6 	0.105378  1  3822.25  1749
Cl35 	32564.6 	0.102528  1  3611.32  2098
Cl35 	32564.6 	0.0850572  1  903.352  6253
Cl35 	32564.6 	0.0798042  1  4886.84  182
Cl35 	32564.6 	0.098736  1  1831.51  4645
Cl35 	32564.6 	0.184778  1  2177.87  4204
Cl35 	32564.6 	0.123026  1  3673.66  2026
Cl35 	32564.6 	0.0926572  1  2406.12  3859
Cl35 	32564.6 	0.0704932  1  3748.2  1848
Cl35 	32564.6 	0.0751475  1  3095.45  2844
Cl35 	32564.6 	0.141965  1  1146.05  6085
Cl35 	32564.6 	0.155723  1  3887.52  1649
Cl35 	32564.6 	0.0741554  1  3265.92  2523
Cl35 	32564.6 	0.115216  1  1460.86  5280
Cl35 	32564.6 	0.0763967  1  3681.35  1937
Cl35 	32564.6 	0.0843829  1  1088.54  5868
Cl35 	32564.6 	0.144399  1  1710.07  4813
Cl35 	32564.6 	0.0937971  1  4776.89  332
Cl35 	32564.6 	0.0671706  1  2048.11  4389
Cl35 	32564.6 	0.139441  1  1983.05  4461
Cl35 	32564.6 	0.101653  1  779.097  6368
Cl35 	32564.6 	0.129247  1  2663.56  3441
Cl35 	32564.6 	0.0681367  1  3061.84  2754
Cl35 	32564.6 	0.08035  1  812.153  6341
Cl35 	32564.6 	0.0949454  1  2991.22  2921
Cl35 	32564.6 	0.0776966  1  2194.03  4229
Cl35 	32564.6 	0.557401  1  2342.26  3848
Cl35 	32564.6 	0.092852  1  3520.02  2169
Cl35 	32564.6 	0.239598  1  3565.13  2142
Cl35 	32564.6 	0.0697774  1  4956.39  57
Cl35 	32564.6 	0.177984  1  964.496  6276
Cl35 	32564.6 	0.100419  1  2959.39  2964
Cl35 	32564.6 	0.162073  1  4085.59  1297
Cl35 	32564.6 	0.0979281  1  4852.27  233
Cl35 	32564.6 	0.152394  1  3119.1  2801
Cl35 	32564.6 	0.0667432  1  1747.52  4754
Cl35 	32564.6 	0.0880614  1  3515.03  2166
Cl35 	32564.6 	0.137033  1  4843.31  235
Cl35 	32564.6 	0.0701286  1  1719.28  4869
Cl35 	32564.6 	0.0982651  1  1016.88  5959
Cl35 	32564.6 	0.113159  1  1368.87  5424
Cl35 	32564.6 	0.0758599  1  2708.57  3314
Cl35 	32564.6 	0.0731002  1  1342.41  5518
Cl35 	32564.6 	0.0765095  1  4799.12  282
Cl35 	32564.6 	0.0936837  1  4401.32  839
Cl35 	32564.6 	0.122952  1  2258.11  4019
Cl35 	32564.6 	0.0907016  1  2044.88  4397
Cl35 	32564.6 	0.180275  1  767.281  6523
Cl35 	32564.6 	0.11102  1  3303.37  2468
Cl35 	32564.6 	0.274944  1  4532.85  751
Cl35 	32564.6 	0.0945438  1  4273.56  1080
Cl35 	32564.6 	0.0729861  1  4518.4  714
Cl35 	32564.6 	0.106279  1  4091.94  1361
Cl35 	32564.6 	0.0721396  1  3853.32  1670
Cl35 	32564.6 	0.0945112  1  919.443  6328
Cl35 	32564.6 	0.103265  1  3719.53  1863
Cl35 	32564.6 	0.44744  1  3754.26  1873
Cl35 	32564.6 	0.0824861  1  2710.27  3431
Cl35 	32564.6 	0.122112  1  4518.62  705
Cl35 	32564.6 	0.161729  1  1475.91  5186
Cl35 	32564.6 	0.0857254  1  1218.08  5674
Cl35 	32564.6 	0.0790692  1  1460.25  5378
Cl35 	32564.6 	0.0898778  1  1305.57  5473
Cl35 	32564.6 	0.0718763  1  1877.58  4652
Cl35 	32564.6 	0.187209  1  2370.4  3830
Cl35 	32564.6 	0.0789127  1  4557.08  648
Cl35 	32564.6 	0.0716641  1  995.875  6060
Cl35 	32564.6 	0.100353  1  2617.83  3440
Cl35 	32564.6 	0.122166  1  4860.83  201
Cl35 	32564.6 	0.0855854  1  1731.84  5020
Cl35 	32564.6 	0.606317  1  1163.77  5728
Cl35 	32564.6 	0.0891911  1  3657.72  2054
Cl35 	32564.6 	0.192621  1  2420.13  3787
Cl35 	32564.6 	0.0967437  1  2910.14  3136
Cl35 	32564.6 	0.130939  1  2490.41  3834
Cl35 	32564.6 	0.100969  1  4087.14  1386
Cl35 	32564.6 	0.0817485  1  3827.85  1637
Cl35 	32564.6 	0.0826934  1  4537.42  710
Cl35 	32564.6 	0.0888684  1  3087.59  2804
Cl35 	32564.6 	0.0858279  1  3868.38  1678
Cl35 	32564.6 	0.108057  1  3590.81  2022
Cl35 	32564.6 	0.199059  1  1427.73  5277
Cl35 	32564.6 	0.0840878  1  4749.2  398
Cl35 	32564.6 	0.0794325  1  807.326  6404
Cl35 	32564.6 	0.107212  1  2733.04  3358
Cl35 	32564.6 	0.073352  1  4907.64  141
Cl35 	32564.6 	0.142319  1  4742.55  380
Cl35 	32564.6 	0.163824  1  1094.69  5963
Cl35 	32564.6 	0.153682  1  4193.64  1140
