#Er [keV] , O16, Cl35, Pb207, P30
0.001011646  23439640.0  938893.6  0.0  0.0
0.001035211  23380830.0  1090984.0  0.0  0.0
0.001059324  22919990.0  887714.7  0.0  0.0
0.001083999  23418350.0  985209.9  0.0  0.0
0.001109248  23153670.0  992604.5  0.0  0.0
0.001135086  23192820.0  982499.5  0.0  0.0
0.001161526  23083930.0  878767.7  0.0  0.0
0.001188581  23063390.0  1077431.0  0.0  0.0
0.001216267  23229980.0  932462.9  0.0  0.0
0.001244597  22959390.0  937815.3  0.0  0.0
0.001273587  22874600.0  920178.4  0.0  0.0
0.001303253  23253140.0  1091407.0  0.0  0.0
0.00133361  23244710.0  1073651.0  0.0  0.0
0.001364674  23498180.0  1073451.0  0.0  0.0
0.001396461  23257700.0  1018561.0  0.0  0.0
0.001428989  23779880.0  879633.9  0.0  0.0
0.001462274  23348460.0  992107.5  0.0  0.0
0.001496335  23300160.0  925311.5  0.0  0.0
0.001531189  23260490.0  919679.7  0.0  0.0
0.001566855  23270870.0  877633.8  0.0  0.0
0.001603352  23336510.0  822289.1  0.0  0.0
0.001640699  23300690.0  771889.5  0.0  0.0
0.001678915  23181240.0  751504.5  0.0  0.0
0.001718022  23434730.0  775656.5  0.0  0.0
0.00175804  23492640.0  814447.3  0.0  0.0
0.00179899  23638210.0  767013.8  0.0  0.0
0.001840894  22887080.0  693081.2  0.0  0.0
0.001883774  23274200.0  714932.8  0.0  0.0
0.001927653  23526420.0  713367.5  0.0  0.0
0.001972553  23206500.0  699524.9  0.0  0.0
0.0020185  23298650.0  737447.1  0.0  0.0
0.002065517  23402030.0  695494.9  0.0  0.0
0.002113629  22795550.0  688606.4  0.0  0.0
0.002162862  23349420.0  679486.3  0.0  0.0
0.002213241  23616460.0  664019.3  0.0  0.0
0.002264794  22995420.0  584222.6  0.0  0.0
0.002317548  22553540.0  607626.4  0.0  0.0
0.002371531  21815000.0  599772.9  0.0  0.0
0.002426771  21522890.0  564700.7  0.0  0.0
0.002483298  20779880.0  572778.7  0.0  0.0
0.002541141  20273400.0  543004.2  0.0  0.0
0.002600332  20108130.0  536095.7  0.0  0.0
0.002660901  19891940.0  539875.9  0.0  0.0
0.002722882  19475590.0  541470.7  0.0  0.0
0.002786306  18777870.0  512185.5  0.0  0.0
0.002851207  18305690.0  507156.2  0.0  0.0
