Cl35 	32564.6 	0.0881978  1  2101.58  4181
Cl37 	34424.8 	0.201217  1  2935.57  3020
Cl35 	32564.6 	0.0795845  1  4129.51  1241
Cl35 	32564.6 	0.143972  1  -3907.14  12936
Cl35 	32564.6 	0.070961  1  -790.545  8488
proton 	938.272 	96.0618  1  -2323.77  10817
proton 	938.272 	1714.78  1  -2323.77  10818
proton 	938.272 	476.86  1  -2323.77  10822
alpha 	3727.38 	14.5945  1  -2323.77  10827
alpha 	3727.38 	3.74072  1  -2323.77  10828
He3 	2808.39 	3.69692  1  -2323.77  10831
alpha 	3727.38 	42.5394  1  -2323.77  10832
Na23 	21409.2 	0.423854  1  1985.5  4418
Na23 	21409.2 	0.401699  1  2800.61  3252
Cl35 	32564.6 	0.303622  1  -2684.7  11394
Na23 	21409.2 	0.169993  1  -3463.64  12482
Na23 	21409.2 	0.404433  1  1257.64  5348
Na23 	21409.2 	0.159424  1  1784.04  4755
proton 	938.272 	325.347  1  944.599  5991
S34 	31632.7 	0.180895  1  944.599  5997
Cl35 	32564.6 	0.0774313  1  -3243.51  12110
Cl37 	34424.8 	0.0921547  1  3402.06  2313
Cl35 	32564.6 	0.0860305  1  -3395.31  12363
Cl37 	34424.8 	0.09331  1  -1891.07  10168
Na23 	21409.2 	0.282705  1  -4915.87  14561
Cl35 	32564.6 	0.125671  1  2040.02  4387
Na23 	21409.2 	0.192596  1  -1878.49  10139
Cl37 	34424.8 	0.0975699  1  -3257.86  12105
Cl35 	32564.6 	0.0761107  1  3445.73  2252
Na23 	21409.2 	0.129561  1  1315.92  5452
Na23 	21409.2 	0.170541  1  -614.585  8237
Cl37 	34424.8 	0.0679556  1  4640.63  522
Cl35 	32564.6 	0.0908283  1  -3420.88  12540
Na23 	21409.2 	0.436756  1  -1355.12  9343
Cl37 	34424.8 	0.0808588  1  1917.08  4463
Na23 	21409.2 	0.123156  1  -4600.42  14086
Na23 	21409.2 	0.119417  1  -4417.98  13794
Na23 	21409.2 	0.177525  1  -301.323  7767
Cl35 	32564.6 	0.0735561  1  4837.25  237
Cl35 	32564.6 	0.0727871  1  1654.62  4865
Cl35 	32564.6 	0.119301  1  -2575.71  11336
Ne21 	19550.5 	0.148428  1  -3670.96  12602
proton 	938.272 	3.66804  1  2086.06  4384
Ne21 	19550.5 	1.38811  1  2086.06  4388
Cl37 	34424.8 	0.097713  1  -1213.85  9127
Cl35 	32564.6 	0.0727605  1  2098.07  4197
Cl35 	32564.6 	0.0973394  1  3648.06  2026
Cl35 	32564.6 	0.163677  1  -1914.79  10210
Na23 	21409.2 	0.113677  1  225.071  7067
Na23 	21409.2 	0.132365  1  -940.023  8752
Na23 	21409.2 	0.105022  1  -1134.95  8863
Na23 	21409.2 	0.149388  1  -3377.07  12302
Na23 	21409.2 	0.159048  1  -1265.42  9271
Cl35 	32564.6 	0.0803338  1  4212.93  1149
Cl37 	34424.8 	0.23124  1  1621.13  4983
Na23 	21409.2 	0.16236  1  -2652.01  11382
Na23 	21409.2 	0.230018  1  681.061  6326
proton 	938.272 	13.4241  1  -4145.46  13341
proton 	938.272 	2.29006  1  -4145.46  13344
Al27 	25126.5 	1.87595  1  -4145.46  13347
Cl35 	32564.6 	0.139299  1  4035.4  1427
Cl37 	34424.8 	0.0915885  1  -1239.9  9045
Na23 	21409.2 	0.137949  1  3380.08  2231
Cl35 	32564.6 	0.0762509  1  3032.56  2747
Cl35 	32564.6 	0.083221  1  -2176.76  10612
Na23 	21409.2 	0.153631  1  -4413.6  13874
Cl35 	32564.6 	0.0976113  1  92.1745  7253
Cl35 	32564.6 	0.0794798  1  -4101.26  13377
Cl35 	32564.6 	0.0889037  1  561.961  6423
Na23 	21409.2 	0.838689  1  -2336.55  10762
Cl35 	32564.6 	0.128827  1  -3760.06  12753
Na23 	21409.2 	0.139109  1  -1566.62  9616
Cl35 	32564.6 	0.0719061  1  1220.99  5572
proton 	938.272 	217.254  1  -2753.03  11361
proton 	938.272 	41.0574  1  -2753.03  11362
O16 	14895.1 	2.43645  1  -2753.03  11370
proton 	938.272 	87.9104  1  2072.99  4257
proton 	938.272 	61.644  1  2072.99  4259
proton 	938.272 	9.43048  1  2072.99  4260
C12 	11174.9 	6.0468  1  2072.99  4268
Cl35 	32564.6 	0.411698  1  -400.403  7956
Na23 	21409.2 	0.131233  1  -301.919  7750
Na23 	21409.2 	0.104406  1  -2521.03  11002
Na23 	21409.2 	0.228028  1  1950.72  4394
Na23 	21409.2 	0.153936  1  1075.27  5733
Cl37 	34424.8 	0.0633597  1  -4338.37  13663
Na23 	21409.2 	0.153344  1  -86.02  7325
Cl35 	32564.6 	0.100844  1  -3756.49  12605
Na23 	21409.2 	0.995741  1  -3052  11828
Na23 	21409.2 	0.376666  1  -3683.88  12744
Na23 	21409.2 	0.305736  1  956.324  6009
Cl35 	32564.6 	0.120968  1  -1817.77  10022
Cl37 	34424.8 	0.18056  1  3673.97  1931
Na23 	21409.2 	0.23478  1  833.04  6109
Na23 	21409.2 	0.116843  1  -899.564  8645
Na23 	21409.2 	0.130044  1  4565.27  650
Na22 	20482.1 	1.92231  1  -161.641  7562
Na23 	21409.2 	0.102102  1  -3835.3  12857
Cl35 	32564.6 	0.112556  1  -1494.25  9716
Cl35 	32564.6 	0.0676447  1  538.291  6552
Na23 	21409.2 	0.170527  1  -1829.81  10097
proton 	938.272 	437.471  1  1729.4  4748
proton 	938.272 	144.568  1  1729.4  4749
P33 	30705.3 	0.648023  1  1729.4  4753
Cl37 	34424.8 	0.1134  1  -2130.21  10441
Na23 	21409.2 	0.119975  1  -1571.02  9556
Na23 	21409.2 	0.360083  1  -4650.09  14153
Cl35 	32564.6 	0.206488  1  -3770.6  13090
Cl35 	32564.6 	0.0751184  1  -3979.22  13365
Cl35 	32564.6 	0.114707  1  -4580.09  14105
Cl35 	32564.6 	0.0899575  1  4508.21  708
Cl37 	34424.8 	0.12156  1  3470.36  2201
proton 	938.272 	349.619  1  -3973.05  13058
S32 	29773.6 	0.0337569  1  -3973.05  13064
Cl35 	32564.6 	0.0874008  1  -1153.42  8962
Na23 	21409.2 	0.110323  1  -1284.74  9274
proton 	938.272 	67.2768  1  -2820.45  11275
Cl34 	31637.7 	0.304399  1  -2820.45  11278
Cl35 	32564.6 	0.141315  1  865.814  6016
Na23 	21409.2 	0.156743  1  -1381.19  9250
Na23 	21409.2 	0.123365  1  -2202.82  10541
proton 	938.272 	354.122  1  -3917.31  13137
proton 	938.272 	160.312  1  -3917.31  13138
O16 	14895.1 	4.60017  1  -3917.31  13146
Cl37 	34424.8 	0.121703  1  4123.51  1264
Na23 	21409.2 	0.349712  1  -4775.98  14389
Na23 	21409.2 	0.2249  1  -3201.05  11990
Na23 	21409.2 	0.2546  1  4231.27  1121
Na23 	21409.2 	0.825107  1  3187.42  2596
Na23 	21409.2 	0.14671  1  3261.64  2507
Cl35 	32564.6 	0.170042  1  -3694.22  12863
Na23 	21409.2 	0.31252  1  -3949.74  13091
Cl35 	32564.6 	0.12445  1  3766.52  1804
Na23 	21409.2 	0.193529  1  -248.264  7670
Cl35 	32564.6 	0.081442  1  2989.73  2950
proton 	938.272 	18.4916  1  -3084.61  11814
proton 	938.272 	9.10668  1  -3084.61  11816
Ne20 	18617.7 	1.81627  1  -3084.61  11818
Cl35 	32564.6 	0.205462  1  1987.69  4378
Cl35 	32564.6 	0.129546  1  -3577.08  12666
Cl37 	34424.8 	0.157106  1  -4260.1  13654
Cl37 	34424.8 	0.0873009  1  4973.97  49
Cl35 	32564.6 	0.0915808  1  -3123.93  11938
Cl35 	32564.6 	0.075621  1  -3164.23  11996
Cl35 	32564.6 	0.0749815  1  -1467.16  9515
S34 	31632.7 	0.537321  1  3361.42  2506
Cl35 	32564.6 	0.078066  1  -3159.61  11964
Cl35 	32564.6 	0.213964  1  -3895.37  13081
proton 	938.272 	5.62772  1  1334.51  5380
P31 	28844.2 	0.816797  1  1334.51  5385
Na23 	21409.2 	0.111669  1  3208.3  2650
Cl35 	32564.6 	0.134058  1  886.251  5978
Cl37 	34424.8 	0.155886  1  935.238  5915
Na23 	21409.2 	0.106063  1  2739.03  3405
Na23 	21409.2 	0.13028  1  -3263.15  11931
Cl35 	32564.6 	0.143366  1  -2327.13  10642
Cl35 	32564.6 	0.0813268  1  2272.24  4023
proton 	938.272 	144.675  1  3473.01  2251
proton 	938.272 	2.45441  1  3473.01  2255
F18 	16763.2 	7.31972  1  3473.01  2256
Na23 	21409.2 	0.102707  1  -209.838  7698
Cl35 	32564.6 	0.079112  1  2157  4177
Na23 	21409.2 	0.10864  1  -413.491  7806
Si28 	26053.2 	3.38333  1  -2851.12  11523
proton 	938.272 	14.1224  1  -2851.12  11527
Na23 	21409.2 	0.140016  1  2307.31  3946
Cl35 	32564.6 	0.0843539  1  -90.8786  7535
Na23 	21409.2 	0.347158  1  -2091.77  10346
Na23 	21409.2 	0.300516  1  2638  3426
Cl35 	32564.6 	0.177451  1  1075.91  5556
Na23 	21409.2 	0.116169  1  -2711.75  11143
Cl35 	32564.6 	2.25571  1  4540.65  680
Na23 	21409.2 	0.105247  1  1807.22  4669
Cl35 	32564.6 	0.353676  1  477.681  6528
proton 	938.272 	2.75719  1  -1654.57  9671
Ne21 	19550.5 	1.97622  1  -1654.57  9672
Na23 	21409.2 	0.388696  1  3558.81  2009
Na23 	21409.2 	0.12085  1  1755.11  4796
Na23 	21409.2 	0.160591  1  128.206  7143
proton 	938.272 	736.355  1  -1378.91  9419
proton 	938.272 	26.7775  1  -1378.91  9423
proton 	938.272 	12.0212  1  -1378.91  9424
proton 	938.272 	11.2166  1  -1378.91  9425
proton 	938.272 	3.80355  1  -1378.91  9427
Na25 	23272.4 	1.68429  1  -1378.91  9432
Na23 	21409.2 	0.114187  1  -4237.3  13430
Na23 	21409.2 	0.107003  1  -1822.57  9828
Cl35 	32564.6 	0.0767442  1  3579.42  2035
Cl35 	32564.6 	0.227874  1  -4237.66  13407
proton 	938.272 	26.5628  1  -2524.96  10972
proton 	938.272 	2.80462  1  -2524.96  10974
P30 	27917 	3.42282  1  -2524.96  10978
Cl37 	34424.8 	0.384468  1  -3692.03  12705
Cl35 	32564.6 	0.183594  1  2676.39  3404
Na23 	21409.2 	0.278636  1  1567.15  5121
Cl37 	34424.8 	0.236609  1  2270.59  3901
Cl35 	32564.6 	0.15526  1  3313.31  2438
